4G bands,,Features,Talk time_1,Technology,Stand-by,Camera,Brand,Battery (old),CPU,_4,Music play,Type,Colors,Dual or Triple,3G bands,_6,Announced,_7,Positioning,Model Image,Dual,Call records,Single_1,Clock,OS,3.5mm jack,Triple,Protection,Phonebook,Internal,USB,Talk time,Model Name,_3,Card slot,Display,Single,SAR EU,Dimensions,5G bands,Charging,Build,NFC,Java,GPRS,Video,Performance,Features_1,Loudspeaker_1,GPU,_5,Resolution,_10,_1,Radio,Infrared port,2G bands,Price,_2,_8,Status,Video_1,Size,Audio quality,Speed,Loudspeaker,Quad,Browser,_9,Models,Chipset,Bluetooth,Type_1,Weight,SIM,Games,Languages,Stand-by_1,EDGE,Sensors,WLAN,Keyboard,Messaging,Alert types,Alarm,SAR
"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 38, 66 - International",HSDPA 850 / 900 / 1900 / 2100 - Australia,"Dual-LED flash, panorama, HDR",,GSM / HSPA / LTE,,,LG,,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,,IPS LCD,"White, Blue, Red",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International,,"2020, September 23",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-k52.jpg,,,,,Android 10,Yes,,,,64GB 4GB RAM,"USB Type-C 3.1, OTG",,LG K52,eMMC 5.1,microSDXC,,"13 MP, f/2.0, 27mm (wide), 1/3.1"", 1.12µm",,165 x 76.7 x 8.4 mm (6.50 x 3.02 x 0.33 in),,,,Yes,,,1080p@30fps,,,,PowerVR GE8320,,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)",,"1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - Australia",No,,GSM 850 / 900 / 1800 / 1900,About 220 EUR,MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,,"Available. Released 2020, November 23",1080p@30fps,"6.6 inches, 105.2 cm2(~83.1% screen-to-body ratio)",,"HSPA, LTE",Yes,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF5 MP, f/2.2, 115˚ (ultrawide), 1/5.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,"LMK520, LM-K520, LMK520E, LM-K520E, LMK520Y, LM-K520Y, LMK520H, LM-K520H",Mediatek MT6765 Helio P35 (12 nm),"5.0, A2DP, LE",Li-Po 4000 mAh,188 g (6.63 oz),Nano-SIM + Nano-SIM,,,,,"Fingerprint (side-mounted), accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n or Wi-Fi 802.11 a/b/g/n/ac, dual-band",,,,,
"1, 3, 7, 8, 20, 28, 38 - Europe","1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - Australia","LED flash, panorama, HDR",,GSM / HSPA / LTE,,,LG,,Octa-core 2.0 GHz Cortex-A53,,,IPS LCD,"Gray, Green",,HSDPA 850 / 900 / 1900 / 2100,,"2020, September 21",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-k42.jpg,,,,,"Android 10, upgradable to Android 11",Yes,,,,64GB 3GB RAM,"USB Type-C 2.0, OTG",,LG K42,,microSDXC,,"8 MP, (wide)",,165 x 76.7 x 8.4 mm (6.50 x 3.02 x 0.33 in),,10W wired,,Yes (market/region dependent),,,1080p@30fps,,,,PowerVR GE8320,,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)",,MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,No,,GSM 850 / 900 / 1800 / 1900,About 140 EUR,eMMC 5.1,,"Available. Released 2020, September 21",1080p@30fps,"6.6 inches, 105.2 cm2(~83.1% screen-to-body ratio)",,"Yes, 384 kbps",Yes,"13 MP, 27mm (wide), 1/3.1"", 1.12µm, PDAF5 MP, f/2.2, 115˚ (ultrawide), 1/5.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,"LMK420, LM-K420, LMK420H, LM-K420H, LMK420E, LM-K420E, LMK420Y, LM-K420Y",Mediatek MT6762 Helio P22 (12 nm),"5.0, A2DP, LE",Li-Po 4000 mAh,182 g (6.42 oz),Nano-SIM + Nano-SIM,,,,,"Fingerprint (side-mounted), accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,
LTE,Stylus,"LED flash, panorama, HDR",,GSM / HSPA / LTE,,,LG,,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,,IPS LCD,White,,HSDPA 850 / 900 / 1900 / 2100,,"2020, September 21",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-stylo6.jpg,,,,,Android 10,Yes,"48 MP, (wide), 1/2.0"", 0.8µm, PDAF5 MP, 120˚, (ultrawide)5 MP, (depth)",,,128GB 4GB RAM,USB Type-C 2.0,,LG K71,,microSDXC (dedicated slot),,"32 MP, (wide), 1/2.8"", 0.8µm",,171.4 x 77.7 x 8.7 mm (6.75 x 3.06 x 0.34 in),,,,No,,,1080p@30fps,,,,PowerVR GE8320,,1080 x 2460 pixels (~395 ppi density),,,No,,GSM 850 / 900 / 1800 / 1900,,,,"Available. Released 2020, September 21",1080p@30fps,"6.8 inches, 109.8 cm2(~82.5% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps","Yes, with stereo speakers",,,,"LMQ730HA, LM-Q730HA",Mediatek MT6765 Helio P35 (12 nm),"5.0, A2DP, LE",Li-Po 4000 mAh,220 g (7.76 oz),Nano-SIM,,,,,"Fingerprint (rear-mounted), accelerometer, proximity","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,
"2, 3, 4, 5, 7, 12, 13, 20, 28, 46, 48, 66 - USA",CDMA 800 / 1900,"LED flash, panorama, HDR",,GSM / CDMA / HSPA / LTE / 5G,,Photo/Video,LG,Endurance rating 87h,Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,Rotating P-OLED,"Aurora Gray, Illusion Sky",,HSDPA 850 / 900 / 1900 / 2100,,"2020, September 14",,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",https://fdn2.gsmarena.com/vv/bigpic/lg-wing.jpg,,,,,Android 10,No,"64 MP, f/1.8, 25mm (wide), 1/1.72"", 0.8µm, PDAF, OIS13 MP, f/1.9, 117˚, (ultrawide), 1/3.4"", 1.0µm12 MP, f/2.2, 120˚, (ultrawide), 1/2.55"", 1.4µm",Corning Gorilla Glass 5,,"128GB 8GB RAM, 256GB 8GB RAM","USB Type-C 3.1, OTG",,LG Wing 5G,UFS 2.1,microSDXC (uses shared SIM slot),586 nits max brightness (measured),"Motorized pop-up 32 MP, f/1.9, 26mm (wide), 1/2.8"", 0.8µm",,169.5 x 74.5 x 10.9 mm (6.67 x 2.93 x 0.43 in),"2, 5, 66, 260, 261 Sub6, mmWave - USA","Wired, QC413W wireless","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Yes,,,"4K@30/60fps, 1080p@30/60fps, gyro-EIS","AnTuTu: 315688 (v8)GeekBench: 7898 (v4.4), 1952 (v5.1)GFXBench: 17fps (ES 3.1 onscreen)",HDR,-30.9 LUFS (Below average),Adreno 620,,1080 x 2460 pixels (~395 ppi density),,"IP54, dust and splash resistantWater-repellent coatingMIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions",FM radio,,GSM 850 / 900 / 1800 / 1900,About 850 EUR,"Always-on displaySecondary display: G-OLED, 1080 x 1240 pixels, 3.9 inches",,"Available. Released 2020, October 15",1080p@30fps,"6.8 inches, 109.8 cm2(~87.0% screen-to-body ratio)",,"HSPA, LTE (CA), 5G",Yes,,,,"LMF100N, LM-F100N, LM-F100V, LM-F100",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"5.1, A2DP, LE, aptX",Li-Po 4000 mAh,260 g (9.17 oz),Nano-SIM + Nano-SIM,,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",,,,,1.13 W/kg (head)     1.06 W/kg (body)
"1, 3, 5, 7, 8, 20, 28, 38, 40 - International",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Brazil,"LED flash, HDR",,GSM / HSPA / LTE,,,LG,,Quad-core 1.3 GHz Cortex-A53,eMMC 5.1,,"IPS LCD, 400 nits (typ)","Titan, Blue",,HSDPA 850 / 900 / 1900 / 2100 - International,,"2020, September 12",,"GPS, GLONASS",https://fdn2.gsmarena.com/vv/bigpic/lg-k22.jpg,"13 MP, 27mm (wide), 1/3.1"", 1.12µm, PDAF2 MP, (macro)",,,,Android 10,Yes,,,,"32GB 2GB RAM, 64GB 3GB RAM","microUSB 2.0, OTG",,LG K22,MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,microSDXC,,"5 MP, f/2.2, 24mm (wide), 1/5.0"", 1.12µm",,155.7 x 75.4 x 8.4 mm (6.13 x 2.97 x 0.33 in),,,"Glass front, plastic frame, plastic back",No,,,1080p@30fps,,,,Adreno 308,,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)",,"1, 3, 7, 8, 20, 28 - Europe",FM radio (market/operator dependent),,GSM 850 / 900 / 1800 / 1900,About 140 EUR,"1, 3, 5, 7, 8, 20, 28, 40 - Brazil",,"Available. Released 2020, September 12",1080p@30fps,"6.2 inches, 95.9 cm2(~81.7% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,,,,"LMK200Z, LMK200E, LMK200B, LM-K200",Qualcomm QM215 Snapdragon 215 (28 nm),"5.0, A2DP, LE",Li-Po 3000 mAh,169.5 g (6.00 oz),Nano-SIM + Nano-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,
LTE,IP68 dust/water resistant (up to 1.5m for 30 min)MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,"LED flash, panorama, HDR",,GSM / HSPA / LTE / 5G,,,LG,,Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,IPS LCD,"White, Dark Blue, Red",,HSDPA 850 / 900 / 1900 / 2100,,"2020, August 24",,"GPS, GLONASS, GALILEO, BDS",https://fdn2.gsmarena.com/vv/bigpic/lg-q92.jpg,,,,,Android 10,Yes,,,,128GB 6GB RAM,USB Type-C 2.0,,LG Q92 5G,,microSDXC,,"32 MP, f/1.9, 26mm (wide), 1/2.8"", 0.8µm",,166.5 x 77.3 x 8.5 mm (6.56 x 3.04 x 0.33 in),SA/NSA,15W wired,,Yes,,,"4K@30fps, 1080p@30fps",,HDR,,Adreno 620,,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,No,,GSM 850 / 900 / 1800 / 1900,About 360 EUR,,,"Available. Released 2020, August 26",1080p@30fps,"6.67 inches, 107.4 cm2(~83.5% screen-to-body ratio)",,"HSPA, LTE (CA), 5G","Yes, with stereo speakers","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 120˚, 15mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)5 MP, f/2.4, (depth)",,,LM-Q920N,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"5.0, A2DP, LE",Li-Po 4000 mAh,193 g (6.81 oz),Nano-SIM + Nano-SIM,,,,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",,,,,
LTE,MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,"LED flash, panorama, HDR",,GSM / HSPA / LTE,,,LG,,Octa-core 2.0 GHz Cortex-A53,,,IPS LCD,Silver,,HSDPA 850 / 900 / 1900 / 2100,,"2020, September 17",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-q31.jpg,"13 MP, f/1.8, 27mm (wide), 1/3.1"", 1.12µm, PDAF5 MP, f/2.2, 120˚ (ultrawide), 1/5.0"", 1.12µm",,,,Android 10,Yes,,,,32GB 3GB RAM,microUSB 2.0,,LG Q31,,microSDXC,,"5 MP, f/2.2, 24mm (wide), 1/5.0"", 1.12µm",,147.9 x 71 x 8.7 mm (5.82 x 2.80 x 0.34 in),,,,No,,,1080p@30fps,,,,PowerVR GE8320,,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)",,eMMC 5.1,No,,GSM 850 / 900 / 1800 / 1900,About 150 EUR,,,"Available. Released 2020, September 25",1080p@30fps,"5.7 inches, 81.1 cm2(~77.2% screen-to-body ratio)",,"HSPA, LTE",Yes,,,,LM-Q310N,Mediatek MT6762 Helio P22 (12 nm),"5.0, A2DP, LE",Li-Ion 3000 mAh,145 g (5.11 oz),Nano-SIM,,,,,Accelerometer,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,
"2, 4, 5, 12, 13, 25, 26, 41, 66, 71",CDMA 800 / 1900,"LED flash, panorama, HDR",,GSM / CDMA / HSPA / LTE,,,LG,,Octa-core 2.0 GHz Cortex-A53,,,IPS LCD,Gray,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"2020, August 21",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-k31.jpg,"13 MP, f/1.8, 27mm (wide), 1/3.1"", 1.12µm, PDAF5 MP, f/2.2, 120˚ (ultrawide), 1/5.0"", 1.12µm",,,,"Android 10, LG UX 9.1",Yes,,,,32GB 2GB RAM,microUSB 2.0,,LG K31,,microSDXC,,"5 MP, f/2.2, 24mm (wide), 1/5.0"", 1.12µm",,147.8 x 71.1 x 8.6 mm (5.82 x 2.80 x 0.34 in),,,,No,,,1080p@30fps,,,,PowerVR GE8320,,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)",,MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,No,,GSM 850 / 900 / 1800 / 1900,About 130 EUR,eMMC 5.1,,"Available. Released 2020, August 21",1080p@30fps,"5.7 inches, 81.1 cm2(~77.2% screen-to-body ratio)",,"HSPA, LTE",Yes,,,,"LM-K300Q, LMK300, LGL355DL",Mediatek MT6762 Helio P22 (12 nm),"5.0, A2DP, LE",Li-Ion 3000 mAh,146 g (5.15 oz),Nano-SIM + Nano-SIM,,,,,"Fingerprint (rear-mounted), accelerometer","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,
"2, 3, 4, 5, 7, 12, 13, 20, 28, 46, 48, 66",CDMA 800 / 1900,"LED flash, panorama, HDR",,GSM / CDMA / HSPA / LTE / 5G,,,LG,,Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,P-OLED,Aurora Red,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"2020, August 19",,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",https://fdn2.gsmarena.com/vv/bigpic/lg-velvet-5g-uw-.jpg,,,,,"Android 10, upgradable to Android 11, LG UX",Yes,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 120˚, 15mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.4, (depth)",,,128GB 6GB RAM,"USB Type-C 2.0, OTG",,LG Velvet 5G UW,,microSDXC (uses shared SIM slot),,"16 MP, f/1.9, 29mm (standard), 1/3.06, 1.0µm",,167.2 x 74.1 x 7.9 mm (6.58 x 2.92 x 0.31 in),"260, 261 mmWave","25W wired, PD3.0, QC49W wireless","Glass front, glass back, aluminum frame",Yes,,,"4K@30fps, 1080p@30/60fps, gyro-EIS",,HDR,,Adreno 620,,1080 x 2460 pixels (~395 ppi density),,IP68 dust/water resistant (up to 1.5m for 30 min)MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,No,,GSM 850 / 900 / 1800 / 1900,About 590 EUR,UFS 2.1,,"Available. Released 2020, August 21",1080p@30fps,"6.8 inches, 109.8 cm2(~88.6% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE (5CA) Cat16 1000/75 Mbps, 5G 2Gbps","Yes, with stereo speakers",,,,"LM-G900V, LM-G900V",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"5.1, A2DP, LE, aptX HD",Li-Po 4300 mAh,-,Nano-SIM (pre-installed),,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",,,,,
LTE,MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,"LED flash, panorama, HDR",,GSM / HSPA / LTE,,,LG,,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,,IPS LCD,White,,HSDPA 850 / 900 / 1900 / 2100,,"2020, May 21",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-q61.jpg,,,,,Android 9.0 (Pie),Yes,,Scratch-resistant glass,,64GB 4GB RAM,USB Type-C 2.0,,LG Q61,,microSDXC (dedicated slot),,16 MP,,164.5 x 77.5 x 8.3 mm (6.48 x 3.05 x 0.33 in),,,,Yes,,,1080p@30fps,,,,PowerVR GE8320,,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,eMMC 5.1,No,,GSM 850 / 900 / 1800 / 1900,About 270 EUR,,,"Available. Released 2020, May 29",1080p@30fps,"6.53 inches, 104.7 cm2(~82.1% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Yes,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 118˚, (ultrawide)2 MP, f/2.4, (macro)5 MP, f/2.4, (depth)",,,LM-Q630N,Mediatek MT6765 Helio P35 (12 nm),"5.0, A2DP, LE",Li-Po 4000 mAh,-,Nano-SIM,,,,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,,
LTE,Stylus,"LED flash, panorama, HDR",,GSM / HSPA / LTE,,,LG,,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,,IPS LCD,White,,HSDPA 850 / 900 / 1900 / 2100,,"2020, May 20",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-stylo6.jpg,,,,,Android 10,Yes,"13 MP, (wide), PDAF5 MP, 120˚, (ultrawide)5 MP, (depth)",,,64GB 3GB RAM,USB Type-C 2.0,,LG Stylo 6,,microSDXC (dedicated slot),,"13 MP, 1/3.1"", 1.12µm",,171.2 x 77.7 x 8.6 mm (6.74 x 3.06 x 0.34 in),,,,No,,,1080p@30fps,,,,PowerVR GE8320,,1080 x 2460 pixels (~395 ppi density),,eMMC 5.1,No,,GSM 850 / 900 / 1800 / 1900,About 200 EUR,,,"Available. Released 2020, May 20",1080p@30fps,"6.8 inches, 109.8 cm2(~82.5% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Yes,,,,"LMQ730TM, LM-Q730TM",Mediatek MT6765 Helio P35 (12 nm),"5.0, A2DP, LE",Li-Po 4000 mAh,219 g (7.72 oz),Nano-SIM,,,,,"Fingerprint (rear-mounted), accelerometer, proximity","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,
"1, 3, 7, 8, 20, 28, 38, 40",IP68 dust/water resistant (up to 1.5m for 30 min)MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,"LED flash, panorama, HDR",,GSM / HSPA / LTE,,,LG,,Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),,,P-OLED,"Black, Aurora Silver",,HSDPA 850 / 900 / 1900 / 2100,,"2020, July 28",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-velvet-4g.jpg,,,,,"Android 10, upgradable to Android 11, LG UX 10",Yes,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 120˚, 15mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.4, (depth)",,,128GB 6GB RAM,"USB Type-C, OTG",,LG Velvet,,microSDXC (uses shared SIM slot),,"16 MP, f/1.9, 29mm (standard), 1/3.06, 1.0µm",,167.1 x 74.1 x 7.9 mm (6.58 x 2.92 x 0.31 in),,"15W wired, QC39W wireless","Glass front, glass back, aluminum frame",Yes,,,"4K@30fps, 1080p@30/60fps, gyro-EIS",,HDR,,Adreno 630,,1080 x 2460 pixels (~395 ppi density),,UFS 2.1,FM radio,,GSM 850 / 900 / 1800 / 1900,About 360 EUR,,,"Available. Released 2020, July 31","4K@30fps, 1080p@30fps","6.8 inches, 109.8 cm2(~88.7% screen-to-body ratio)",,"HSPA, LTE (CA)","Yes, with stereo speakers",,,,"LMG910EMW, LM-G910EMW",Qualcomm SDM845 Snapdragon 845 (10 nm),"5.1, A2DP, LE",Li-Po 4300 mAh,180 g (6.35 oz),Nano-SIM + Nano-SIM,,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,,
"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 39, 40, 41",IP68 dust/water resistant (up to 1.5m for 30 min)MIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions,"LED flash, panorama, HDR",,GSM / HSPA / LTE / 5G,,Photo/Video,LG,Endurance rating 79h,Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,P-OLED,"Aurora White, Aurora Green, Aurora Gray, Illusion Sunset, Red, Pink",,HSDPA 850 / 900 / 1900 / 2100,,"2020, May 07",,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",https://fdn2.gsmarena.com/vv/bigpic/lg-velvet-.jpg,,,,,"Android 10, upgradable to Android 13, LG UX",Yes,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 120˚, 15mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.4, (depth)",,,"128GB 6GB RAM, 128GB 8GB RAM","USB Type-C, OTG",,LG Velvet 5G,,microSDXC (uses shared SIM slot),617 nits max brightness (measured),"16 MP, f/1.9, 29mm (standard), 1/3.06, 1.0µm",,167.2 x 74.1 x 7.9 mm (6.58 x 2.92 x 0.31 in),"1, 3, 28, 78 SA/NSA","25W wired, PD3.0, QC49W wireless","Glass front, glass back, aluminum frame",Yes,,,"4K@30fps, 1080p@30/60fps, gyro-EIS",AnTuTu: 297372 (v8)GeekBench: 1905 (v5.1)GFXBench: 16fps (ES 3.1 onscreen),HDR,-23.5 LUFS (Very good),Adreno 620,,1080 x 2460 pixels (~395 ppi density),,UFS 2.1,FM radio (market/region dependent),,GSM 850 / 900 / 1800 / 1900,About 470 EUR,,,"Available. Released 2020, May 15",1080p@30fps,"6.8 inches, 109.8 cm2(~88.6% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE (5CA) Cat16 1000/75 Mbps, 5G 2Gbps","Yes, with stereo speakers",,,,"LM-G900N, LM-G900EM, LM-G900, LM-G900TM",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"5.1, A2DP, LE, aptX HD",Li-Po 4300 mAh,180 g (6.35 oz),Nano-SIM + Nano-SIM,,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",,,,,0.23 W/kg (head)     1.02 W/kg (body)
LTE,External 0.9 inches monochrome display,,,GSM / HSPA / LTE,,,LG,,,,,IPS LCD,"White, Platinum Gray",,HSDPA 900 / 2100,,"2020, April 14",,GPS,https://fdn2.gsmarena.com/vv/bigpic/lg-folder2.jpg,,Practically unlimited,,,,,,,"Practically unlimited entries and fields, Photocal",8GB 1GB RAM,Yes,,LG Folder 2,,microSDXC,,2 MP,,107.9 x 55 x 18 mm (4.25 x 2.17 x 0.71 in),,,,No,No,,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Uses main camera,FM radio,,GSM 850 / 900 / 1800 / 1900,About 150 EUR,,,"Available. Released 2020, April 17",,"2.8 inches, 24.3 cm2(~40.9% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,,,,,,Yes,"Li-Ion 1470 mAh, removable",127 g (4.48 oz),Nano-SIM,Downloadable,,,,,Wi-Fi 802.11 b/g/n,,"SMS(threaded view), MMS, Email, Push Email, IM",,,
"2, 3, 4, 5, 7, 12, 13, 20, 28, 46, 48, 66",CDMA 800 / 1900,"Dual-LED dual-tone flash, HDR, panorama",,GSM / CDMA / HSPA / EVDO / LTE / 5G,,,LG,,Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),UFS 2.1,,"P-OLED, HDR10+","Classy Blue, Classy White",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"2020, February 26",,"GPS, GLONASS, GALILEO, BDS",https://fdn2.gsmarena.com/vv/bigpic/lg-v60-thinq-5g-b.jpg,"64 MP, f/1.8, 27mm (standard), 1/1.72"", 0.8µm, dual pixel PDAF, OIS13 MP, f/1.9, 12mm (ultrawide), 1/3.4"", 1.0µm0.3 MP, TOF 3D, f/1.4, (depth)",,,,"Android 10, upgradable to Android 13",Yes,,Corning Gorilla Glass 5,,128GB 8GB RAM,"USB Type-C 3.1, OTG",,LG V60 ThinQ 5G UW,Always-on display,microSDXC (uses shared SIM slot) - dual-SIM model,,"10 MP, f/1.9, 30mm (standard), 1/3.1"", 1.22µm",,169.3 x 77.6 x 8.9 mm (6.67 x 3.06 x 0.35 in),"260, 261 mmWave","Wired, PD2.0, QC4Wireless","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 6), aluminum frame",Yes,,,"8K@30fps, 4K@30/60fps, 1080p, HDR10+, 24-bit/192kHz stereo sound rec., gyro-EIS",,HDR,,Adreno 650,32-bit/192kHz Hi-Res audio24-bit/192kHz Hi-Res audio recording,1080 x 2460 pixels (~395 ppi density),,CDMA2000 1xEV-DO,FM radio (USA model only),,GSM 850 / 900 / 1800 / 1900,About 870 EUR,"IP68 dust/water resistant (up to 1.5m for 30 min)MIL-STD-810G compliant*Method 516.6, Procedure IV ""Transit Drop""*does not guarantee ruggedness or use in extreme conditions",,"Available. Released 2020, April 02","4K@30fps, gyro-EIS","6.8 inches, 109.8 cm2(~83.6% screen-to-body ratio)",,"HSPA 42.2/5.76 Mbps, LTE (7CA) Cat22, 5G","Yes, with stereo speakers",,,,"LM-V600VML,  LMV600VML",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),"5.1, A2DP, LE, aptX HD",Li-Po 5000 mAh,218 g (7.69 oz),Nano-SIM (pre-installed),,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA",,,,,0.85 W/kg (head)     1.12 W/kg (body)
