Unnamed: 0,128GB 4GB RAM,1TB 12GB RAM,1TB 16GB RAM,1TB 24GB RAM,256GB 12GB RAM,256GB 4GB RAM,256GB 8GB RAM,2G bands,3.5mm jack,3G bands,4G bands,512GB 12GB RAM,512GB 16GB RAM,5G bands,Announced,Audio quality,Battery (new),Battery (old),Bluetooth,Brand,Browser,Build,CPU,Call records,Camera,Card slot,Charging,Chipset,Colors,Dimensions,Display,Dual,EDGE,Features,GPRS,GPU,Games,Infrared port,Internal,Java,Keyboard,Loudspeaker,Messaging,Model Image,Model Name,Models,Music play,NFC,OS,Performance,Phonebook,Positioning,Price,Protection,Quad,Radio,Resolution,SAR,SAR EU,SIM,Sensors,Single,Size,Speed,Stand-by,Status,Talk time,Technology,Triple,Type,USB,Video,WLAN,Weight,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc
,,,,,,€ 126.01,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,,"2024, June 11",,,,"5.2, A2DP, LE",ZTE,,"Glass front, glass back, plastic frame",Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),,,microSDXC (uses shared SIM slot),22.5W wired,Unisoc T606 (12 nm),"Dark Blue, Champagne Gold, Sunrise Violet",164.2 x 75.3 x 8.6 mm (6.46 x 2.96 x 0.34 in),,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR, panorama",,Mali-G57 MP1,,,"256GB 4GB RAM, 256GB 6GB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-v60-design.jpg,ZTE Blade V60 Design,Z2350,,Yes (market/region dependent),Android 13,,,"GPS, GLONASS, GALILEO",€ 126.01,,,FM radio,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass","8 MP, f/2.0, (wide)","6.6 inches, 104.6 cm2(~84.6% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2024, June",,GSM / HSPA / LTE,,5000 mAh,USB Type-C 2.0,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",198 g (6.98 oz),,,,,,,,,,,,,
UFS 3.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,"1, 3, 7, 8, 20, 28, 38, 40, 41, 71, 77, 78 SA/NSA","2024, September",,,,"5.2, A2DP, LE",ZTE,,,Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),,,No,10W or 18W wired (market/region dependent),Unisoc T760 (6 nm),"Black, Mint Green",163.6 x 74.9 x 8.6 mm (6.44 x 2.95 x 0.34 in),,"50 MP, F/1.8, (wide), AF2 MP, (depth)",,LED flash,,Mali-G57,,,128GB 4GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a75-5g.jpg,ZTE Blade A75,Z2357N,,Yes (market/region dependent),Android 13,,,GPS,About 170 EUR,,,FM radio,"720 x 1612 pixels, 20:9 ratio (~266 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity","8 MP, (wide)","6.6 inches, 105.4 cm2(~86.0% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2024, September",,GSM / HSPA / LTE / 5G,,5000 mAh,USB Type-C 2.0,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",205.5 g (7.27 oz),,,,,,,,,,,,,
Snapdragon Sound,,,,,,,,,No,,,,,,"2024, September 05",,Active use score 10:51h,,"5.4, A2DP, LE",ZTE,,"Glass front, aluminum frame, aluminum back",8-core (1x3.4GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),,,No,"80W wired, 100% in 55 min - International model120W wired, 50% in 15 min, 100% in 45 min - China model",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"Cyclone, Snowfall, Midnight",253.3 x 164.6 x 7.3 mm (9.97 x 6.48 x 0.29 in),517 nits max brightness (measured),,No,"LED flash, HDR, panorama",No,Adreno 750 (1 GHz),,,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM",,,-23.9 LUFS (Very good),,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-red-magic-nova.jpg,ZTE nubia Red Magic Nova,,,Yes (no payments support),"Android 14, Redmagic OS 9.5",AnTuTu: 2128514 (v10)GeekBench: 7206 (v6)3DMark: 5399 (Wild Life Extreme),,No,About 500 EUR,,,No,"1800 x 2880 pixels, 16:10 ratio (~312 ppi density)",,,No,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","20 MP, f/2.0, 26mm (wide)","10.9 inches, 344.5 cm2(~82.6% screen-to-body ratio)",,,"Available. Released 2024, September 05",,No cellular connectivity,,10100 mAh,"USB Type-C 3.1 Gen2, video output, magnetic connector pins",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band",530 g (1.17 lb),,,,,,,,,,,,,
Dual satellite BDS support (Emergency SOS service),,,,,,,,GSM 850 / 900 / 1800 / 1900,No,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 42, 66",,,"1, 2, 3, 5, 7, 8, 20, 25, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA","2024, July 23",,Active use score 12:12h,,"5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless",ZTE,,"Glass front, aluminum frame",Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),,,No,80W wired,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),"Black, Aqua, White",163.6 x 76 x 8.7 mm (6.44 x 2.99 x 0.34 in),,"50 MP, f/1.6, 35mm (standard), 1/1.56"", 1.0µm, PDAF, OIS8 MP, f/2.4, 80mm (telephoto), 1/4.4"", 1.0µm, PDAF, optical zoom50 MP, f/2.0, 13mm, 125˚ (ultrawide), 1/2.88"", 0.61µm, AF",,"Dual-LED dual-tone flash, HDR, panorama",,Adreno 740,,Yes,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM",,,"Yes, with stereo speakers",,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z60s-pro.jpg,ZTE nubia Z60S Pro,,,Yes (market/region dependent),"Android 14, MyOS 14 (International), MyOS 14.5 (China)",,,"GPS (L1+L2+L5), GLONASS (G1+G5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a), QZSS (L1+L5)",About 670 EUR,Longxi glass,,No,"1260 x 2800 pixels, 20:9 ratio (~452 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","16 MP, f/2.5, 26mm (wide), 1/3.06"", 1.0µm","6.78 inches, 111.5 cm2(~89.7% screen-to-body ratio)","HSPA, LTE (CA), 5G",,"Available. Released 2024, August 12",,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,Li-Po 5100 mAh,"USB Type-C 3.1, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct",220 g (7.76 oz),,,,,,,,,,,,,
24-bit/192kHz Hi-Res audioSnapdragon Sound,,,,,,,,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - International",,,"1, 2, 3, 5, 7, 8, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International","2024, July 23",,Active use score 14:04h,,"5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless",ZTE,,"Glass front, aluminum frame, glass back",Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),,,No,"80W wired, PD3.0, QC4",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"Black, Silver",164 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in),,,,HDR,,Adreno 750 (1 GHz),,Yes,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM",,,-23.9 LUFS (Very good),,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z60-ultra-leading-version.jpg,ZTE nubia Z60 Ultra Leading,,,Yes (market/region dependent),"Android 14, MyOS 14 (International), MyOS 14.5 (China)",AnTuTu: 1821158 (v10)GeekBench: 6782 (v6)3DMark: 5276 (Wild Life Extreme),,"GPS (L1+L2+L5), GLONASS (G1+G5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a), QZSS (L1+L5)",About 730 EUR,,,No,"1116 x 2480 pixels, 20:9 ratio (~400 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","12 MP, under display","6.8 inches, 111.6 cm2(~89.1% screen-to-body ratio)","HSPA, LTE (CA), 5G",,"Available. Released 2024, August 12",,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,"50 MP, f/1.6, 35mm (standard), 1/1.56"", 1.0µm, PDAF, OIS64 MP, f/3.3, 85mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3.3x optical zoom (vs. 26mm cam)50 MP, f/1.8, 18mm, 100˚ (ultrawide), 1/1.55"", 1.0µm, PDAF, OIS",Li-Po 6000 mAh,"USB Type-C 3.1, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct",246 g (8.68 oz),,,,,,,,,,,,,
32-bit/384kHz Hi-Res audioSnapdragon Sound,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,,,SA/NSA,"2024, July 03",,,,Yes,ZTE,,"Glass front (Gorilla Glass 5), aluminum frame, glass back",Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),,,No,"165W wired, PD3.0, 100% in 16 min",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"Design Sleet (Black Version), Snowfall (Silver Version), Cyclone (Transparent Black Version), Frost (White Version)",164 x 76.4 x 8.9 mm (6.46 x 3.01 x 0.35 in),,,,HDR,,Adreno 750 (1 GHz),,Yes,"512GB 16GB RAM, 1TB 24GB RAM",,,"Yes, with stereo speakers",,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-red-magic-9s-pro-plus.jpg,ZTE nubia Red Magic 9S Pro+,,,Yes (market/region dependent),"Android 14, Redmagic OS 9.5",,,"GPS (L1+L5), GLONASS, BDS, GALILEO",About 740 EUR,Corning Gorilla Glass 5,,No,"1116 x 2480 pixels, 20:9 ratio (~400 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","16 MP, f/2.0, (wide), 1.12µm, under display","6.8 inches, 111.6 cm2(~89.1% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2024, July 09",,GSM / CDMA / HSPA / EVDO / LTE / 5G,"50 MP, (wide), 1/1.57"", 1.0µm, PDAF, OIS50 MP, f/2.2, (ultrawide), 1/2.76"", 0.64µm2 MP, f/2.4, (depth)",Li-Ion 5500 mAh,"USB Type-C 3.2 Gen 2, OTG, accessory connector, DisplayPort",1080p@30/60fps,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct",229 g (8.08 oz),,,,,,,,,,,,,
32-bit/384kHz Hi-Res audioSnapdragon Sound,,,,,$ 749.00,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,,£ 789.00,SA/NSA,"2024, July 03",,Active use score 17:08h,,Yes,ZTE,,"Glass front (Gorilla Glass 5), aluminum frame, glass back",Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),,,No,"80W wired, PD3.0, 100% in 35 min",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"Design Sleet (Black Version), Snowfall (Silver Version), Cyclone (Transparent Black Version), Frost (White Version)",164 x 76.4 x 8.9 mm (6.46 x 3.01 x 0.35 in),1058 nits max brightness (measured),,,HDR,,Adreno 750 (1 GHz),,Yes,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",,,-26.3 LUFS (Good),,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-red-magic-9s-pro.jpg,ZTE nubia Red Magic 9S Pro,,,Yes (market/region dependent),"Android 14, Redmagic OS 9.5","AnTuTu: 1631366 (v9), 2117667 (v10)GeekBench: 6403 (v5), 7076 (v6)3DMark: 5429 (Wild Life Extreme)p)",,"GPS (L1+L5), GLONASS, BDS, GALILEO",$ 749.00 / € 699.00 / £ 659.00,Corning Gorilla Glass 5,,No,"1116 x 2480 pixels, 20:9 ratio (~400 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","16 MP, f/2.0, (wide), 1.12µm, under display","6.8 inches, 111.6 cm2(~89.1% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2024, July 09",,GSM / CDMA / HSPA / EVDO / LTE / 5G,"50 MP, (wide), 1/1.57"", 1.0µm, PDAF, OIS50 MP, f/2.2, (ultrawide), 1/2.76"", 0.64µm2 MP, f/2.4, (depth)",6500 mAh,"USB Type-C 3.2 Gen 2, OTG, accessory connector, DisplayPort",1080p@30/60fps,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct",229 g (8.08 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,"1, 5, 8, 28, 41, 78 SA/NSA","2024, June 27",,,,"5.0, A2DP, LE",ZTE,,"Glass front, plastic frame, plastic back",Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),,,Unspecified,"33W wired, PD3.0",Unisoc T760 (6 nm),Black,163.5 x 75 x 8.5 mm (6.44 x 2.95 x 0.33 in),,"50 MP, (wide), PDAF5 MP",,"LED flash, HDR, panorama",,Mali-G57,,,128GB 6GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-voyage-3d-.jpg,ZTE Voyage 3D,,,Unspecified,"Android 13, MyOS 13",,,"GPS, GALILEO, GLONASS, BDS",About 190 EUR,,,No,"1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",5 MP,"6.58 inches, 104.3 cm2(~85.1% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2024, June 27",,GSM / HSPA / LTE / 5G,,4500 mAh,USB Type-C 2.0,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",190 g (6.70 oz),,,,,,,,,,,,,
eMMC 5.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,,"2024, May 07",,,,"5.2, A2DP, LE",ZTE,,,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),,,microSDXC (dedicated slot),22.5W wired,Unisoc Tiger T616 (12 nm),"Gold, Black, Purple",166.3 x 77.2 x 8.2 mm (6.55 x 3.04 x 0.32 in),,,,"LED flash, HDR, panorama",,Mali-G57 MP1,,,"256GB 6GB RAM, 256GB 8GB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-60.jpg,ZTE Axon 60,Z2356,,Yes (market/region dependent),Android 13,,,"GPS, GALILEO, GLONASS",About 200 EUR,,,FM radio,"1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass","32 MP, f/2.0, (wide)","6.72 inches, 109.0 cm2(~84.9% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2024, May",,GSM / HSPA / LTE,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",5000 mAh,"USB Type-C 2.0, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",-,,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,LTE,,,,"2024, May 07",,,,"5.2, A2DP, LE",ZTE,,,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),,,Unspecified,22.5W wired,Unisoc T606 (12 nm),"Gold, Blue, Purple",164.2 x 75.3 x 8.6 mm (6.46 x 2.96 x 0.34 in),,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR, panorama",,Mali-G57 MP1,,,256GB 4GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-60-lite.jpg,ZTE Axon 60 Lite,,,Unspecified,Android 13,,,GPS,About 150 EUR,,,Unspecified,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity",8 MP,"6.6 inches, 104.6 cm2(~84.6% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2024, May",,GSM / HSPA / LTE,,5000 mAh,USB Type-C 2.0,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",-,,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,LTE,,,,"2024, February",,,,"5.2, A2DP, LE",ZTE,,,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),,,microSDXC (dedicated slot),,Unisoc SC9863A (28 nm),"Green, Gray",164 x 75.8 x 8.8 mm (6.46 x 2.98 x 0.35 in),,,,LED flash,,IMG8322,,,"64GB 2GB RAM, 64GB 4GB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a34.jpg,ZTE Blade A34,,,No,Android 13 (Go edition),,,GPS,,,,Unspecified,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,,Nano-SIM + Nano-SIM,Accelerometer,5 MP,"6.6 inches, 104.6 cm2(~84.2% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2024, March",,GSM / HSPA / LTE,,5000 mAh,USB Type-C 2.0,Yes,Wi-Fi 802.11 b/g/n,-,,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,LTE,,,,"2023, November",,,,"5.2, A2DP, LE",ZTE,,,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),,,microSDXC (dedicated slot),,Unisoc SC9863A (28 nm),"Silver, Blue, Green",160 x 78 x 10.3 mm (6.30 x 3.07 x 0.41 in),,,,LED flash,,IMG8322,,,32GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a33s.jpg,ZTE Blade A33s,,,No,Android 12 (Go edition),,,GPS,,,,Unspecified,"480 x 1014 pixels, 19:9 ratio (~178 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted, optional), accelerometer",2 MP (interpolated to 5 MP),"6.3 inches, 99.0 cm2(~79.3% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2023, November",,GSM / HSPA / LTE,,4000 mAh,microUSB,Yes,Wi-Fi 802.11 b/g/n,-,,,,,,,,,,,,,
Dual satellite BDS support (Emergency SOS service),,,,,,,,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,,,SA/NSA,"2024, April 11",,,,"5.4, A2DP, LE, aptX HD, aptX Adaptive",ZTE,,"Glass front, aluminum frame, glass back",Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),,,No,"80W wired, PD3.0, QC4",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Obsidian Black,163.6 x 76 x 9.1 mm (6.44 x 2.99 x 0.36 in),,,,HDR,,Adreno 740,,Yes,"512GB 12GB RAM, 1TB 16GB RAM",,,"Yes, with stereo speakers",,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-60-ultra.jpg,ZTE Axon 60 Ultra,,,Yes,Android 14,,,"GPS (L1+L5), GLONASS, BDS, GALILEO",About 780 EUR,,,No,"1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","32 MP, (wide)","6.78 inches, 111.0 cm2(~89.3% screen-to-body ratio)","HSPA, LTE (CA), 5G",,"Available. Released 2024, July 25",,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,"50 MP, (wide), PDAF, OIS50 MP, (ultrawide)5 MP, (macro)",6000 mAh,"USB Type-C 3.1, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct",-,,,,,,,,,,,,,
UFS 3.1,,,,,,,€ 212.96,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,"1, 3, 7, 8, 20, 28, 38, 40, 41, 71, 77, 78 SA/NSA","2024, February 28",,,,"5.2, A2DP, LE",ZTE,,"Glass front, plastic frame, glass back",Octa-core (4x2.2 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),,,No,33W wired,Unisoc T760 (6 nm),"Black, Gold",166 x 76.1 x 8.5 mm (6.54 x 3.00 x 0.33 in),,,,"LED flash, HDR",,Mali-G57,,,256GB 8GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-focus-pro-5g.jpg,ZTE nubia Focus Pro,Z2351N,,Yes (market/region dependent),Android 13,,,GPS,€ 212.96,,,FM radio,"1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","32 MP, f/2.5, (wide)","6.72 inches, 109.0 cm2(~86.3% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2024, Q2",,GSM / HSPA / LTE / 5G,"108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF, OIS5 MP, f/2.2, 17mm (ultrawide), AF2 MP, f/2.4, (depth)",5000 mAh,"USB Type-C 2.0, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",222 g (7.83 oz),,,,,,,,,,,,,
UFS 3.1,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,LTE,,,SA/NSA,"2024, February 28",,,,"5.0, A2DP, LE",ZTE,,"Glass front, glass back",Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),,,No,33W wired,Unisoc T760 (6 nm),"Black, Gold",163.6 x 74.9 x 8.6 mm (6.44 x 2.95 x 0.34 in),,"108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR",,Mali-G57,,,"256GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-focus-5g.jpg,ZTE nubia Focus,,,Yes (market/region dependent),Android 13,,,GPS,About 200 EUR,,,Unspecified,"720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity","5 MP, f/2.2, (wide)","6.56 inches, 103.4 cm2(~84.4% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2024, Q2",,GSM / HSPA / LTE / 5G,,5000 mAh,USB Type-C 2.0,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",205.5 g (7.27 oz),,,,,,,,,,,,,
UFS 3.1,,,,,,,€ 199.99,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,"1, 3, 7, 8, 20, 28, 38, 40, 41, 71, 77 SA/NSA","2024, February 28",,,,"5.2, A2DP, LE",ZTE,,,Octa-core (1x2.7 GHz Cortex-A76 & 3x2.3 GHz Cortex-A76 & 4x2.1 GHz Cortex-A55),,,No,33W wired,Unisoc T820 (6 nm),"Sunfire Yellow, Frost Silver, Storm Gray",166 x 76.1 x 8.5 mm (6.54 x 3.00 x 0.33 in),,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR, panorama",,Mali-G57,,,256GB 8GB RAM,,,"Yes, with stereo speakers",,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-neo2-5g.jpg,ZTE nubia Neo 2,Z2352N,,Yes (market/region dependent),Android 13,,,"GPS, GLONASS, GALILEO, BDS",€ 199.99,,,FM radio,"1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","16 MP, f/2.0, (wide)","6.72 inches, 109.0 cm2(~86.3% screen-to-body ratio)","HSPA, LTE, 5G",,"Available. Released 2024, Q2",,GSM / HSPA / LTE / 5G,,6000 mAh or 5200 mAh,"USB Type-C 2.0, OTG",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",208 g (7.34 oz),,,,,,,,,,,,,
eMMC 5.1,$ 57.54,,,,,,,GSM 850 / 900 / 1800 / 1900,"Yes, dual jacks",HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,,"2024, February 28",,,,"5.2, A2DP, LE",ZTE,,,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),,,microSDXC (uses shared SIM slot),10W wired,Unisoc SC9863A (28 nm),Yellow; other colors,163.6 x 74.9 x 8.6 mm (6.44 x 2.95 x 0.34 in),,,,"LED flash, HDR",,IMG8322,,,128GB 4GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-music.jpg,ZTE nubia Music,Z2353,,Yes (market/region dependent),Android 13,,,GPS,$ 57.54 / € 100.28,,,Wireless FM radio,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer","5 MP, f/2.4, (wide)","6.6 inches, 104.6 cm2(~85.4% screen-to-body ratio)","HSPA, LTE",,"Available. Released 2024, May",,GSM / HSPA / LTE,,5000 mAh,"USB Type-C 2.0, OTG",720p@30fps,Wi-Fi 802.11 b/g/n,199 g (7.02 oz),,,,,,,,,,,,,
